Vibr. motor free (Ax)_t_3,Vibr. fan free_t_3
-8.522147813607114,-12.867104449927552
-11.920183763953936,-14.237643082278765
-18.564040198821445,-14.464156974834792
-1.8199893462695247,-6.508951029208411
-4.81620734327684,2.208069469503845
4.052886947543048,7.944972097715249
19.255316877637938,5.312649122133729
18.241628382177883,4.413047979887535
19.722526345362194,6.413317169525662
2.334508436514934,7.740813049235589
11.907365388095265,0.7260971324271104
2.2794679929467527,8.405318098987774
-7.7329146887513955,-12.31948378591154
-9.59893014449013,-3.988538550419106
-11.036147166668888,-8.951442107059135
-12.318624089963215,-8.594287113765533
5.384286604522525,1.0489278199208427
5.384286604522525,1.0489278199208427
11.677450943359162,9.512856255078866
11.198880253963669,8.75453288722459
25.33896143614784,12.428971052457614
5.832065326669184,5.674856376738393
1.2430731229612801,-2.584778829848105
-15.277118992191246,-8.971700071824248
-17.164570750443,-9.888217767080375
-11.992488095911199,-6.84430580478992
-6.651626978791065,-4.829549600438988
1.5191128314020617,1.0028429773106018
-0.7183921441662569,3.9795319708836265
10.954167139397889,8.414414386132481
-12.018447551088755,-5.528572562451622
9.520314342733943,8.924886891482618
6.44327548031446,0.055790431258447626
-8.739326249816973,-2.2560464712274273
6.907785380323569,1.4733266922829888
7.683506969748428,1.8645057465482116
10.357810537795595,0.3819486226670601
-7.051780952672164,2.7071994734508724
0.9062340126144752,0.3885851293724478
11.830188705705542,7.63295308176909
-0.5815229231970491,0.557705301212378
-3.255070854057595,4.492555829717912
-0.5591913156230066,1.4203060293620728
-3.635504061358206,-1.6347065547175985
3.347493690966216,0.46156007917864805
-16.90850173123459,-9.476919563333928
-14.652478603892057,-9.858061878643266
-14.652478603892057,-9.858061878643266
-19.51391837254942,-9.874928264261596
-18.100201000106818,-10.889077266147716
-5.404766321216648,-5.716372515185469
-9.277624604021746,-3.333944610997132
-9.277624604021746,-3.333944610997132
-8.266454081552492,-7.4178998371832865
9.16450017701643,1.7442723497658759
8.847135451520597,8.622765318160354
12.373685523373778,3.6091282340696065
-3.1674835032372792,0.41894969019441586
3.244632618552253,1.4706188129669262
-6.870332217091508,-4.091435605654217
2.842485625566094,6.863049873616809
2.0168127925558146,5.082212068665633
9.974579242537935,1.8137902774880756
8.681019809263844,-2.0267087383715396
7.095621047364416,-0.6069879427909186
4.54132855549615,6.7108946800555405
14.107014203896705,4.658316387835797
9.738881949299095,1.462440445801775
13.27696911949888,2.841906680763524
10.301902740977386,3.5907098364240686
9.790234066208695,4.425554810931901
15.0643047376077,5.161130053092583
13.692905783955535,10.21901992831479
-3.3354294404948917,-0.027299698671620742
-23.123586836599294,-11.781067841346605
-21.59594185703857,-13.727763482457204
-13.081678144116498,-7.716677931546519
-0.3080086547312142,-7.681265639865243
1.767054563850257,6.748663357736592
3.686364599553683,-4.3419580713582375
-10.879248364072904,0.56624379906114
-5.467955636565893,0.5911859051204712
9.255265694445521,0.011586268435146208
0.8258696043757978,4.678743647650207
17.88640303645642,6.448199819332876
-1.9717192782952244,-4.332823650529631
-3.81087656256382,-10.987903507082947
-12.034021124535641,-8.502192599431272
-6.769489747027796,-5.362593992733909
-3.8574116341250253,-2.0644178447631534
-9.842186286812517,-5.076566898613764
13.627137544422581,9.853211560746272
12.818941753495597,6.298272402320181
-4.353662601808223,-2.2818104249661495
-6.2174630927269625,-4.649821645690213
10.937422210872882,0.9932778691497911
-13.993740276866614,-1.6799117866095874
-6.258322759603535,-9.349350528967475
-4.409020875058715,-9.619894936174948
-4.060138083993075,-5.031887902907878
7.624798864731699,5.586636171685864
7.376787492751282,6.7227990484169435
9.142515405537049,6.377655657358553
-11.452638588199685,-3.062459807175598
-8.236295873322321,-1.4051498909288787
-8.236295873322321,-1.4051498909288787
5.138584835149032,-1.6854234637170862
-2.2862367377519863,0.9598595272830419
-22.23307582516391,-8.998421725842158
0.04402004609659382,2.6027171714554242
14.403176561891657,4.308188615353466
16.51910062616146,-0.0027604479050555852
-7.766364797133603,-10.726535646390339
6.5734287975185675,1.0958330552193898
-1.4868065736524718,1.0720752318652145
-1.4868065736524718,1.0720752318652145
-11.68738660213337,-8.03018536794651
-14.772116726774424,-10.723621987058596
-14.772116726774424,-10.723621987058596
1.5100574457555016,2.049704124271042
-0.1362049671980713,2.1787568912841966
-6.174825774922694,-1.4154533935799454
-8.125301957883108,-0.5052535013657246
-5.035120390449929,-0.42186393870531613
-5.035120390449929,-0.42186393870531613
11.304882164306184,4.575638503208902
11.304882164306184,4.575638503208902
13.197896695761804,0.03885965466866548
14.279726381864862,4.9459872938666924
7.192319958201726,7.1225374866800255
5.796588759600365,10.401113311106084
-0.3913304870465577,-6.274122416255224
-14.934094808436965,-3.3999810632490637
-4.378458013348109,-0.10906359763714324
2.3982260702725626,-0.3787327430979541
-6.977636067794803,-2.533542312914141
6.322152117764013,-5.794757877150159
5.802628717794492,-5.537194305544889
7.914240528445349,4.3311559189716515
-2.9535602775086423,5.266467472601873
11.793345960726077,-0.28623103760396296
8.249117068698002,2.592085798548481
8.249117068698002,2.592085798548481
10.312292774717065,8.049139299762311
-3.2901996034847762,-2.9219236463729823
-3.2901996034847762,-2.9219236463729823
3.269083234840175,2.6274067027904326
16.689186691923034,10.033437090525918
2.830882591614718,1.2054112248995166
16.382058966826097,5.63480337919105
6.739923058628504,5.95329870410173
1.0427546471427815,-0.692255928835277
-8.846089039852991,-3.9343121067572935
-5.5172329091800325,-4.304117884864857
10.485644567868805,6.430218655717528
-4.86811352656348,-1.8732463600092473
9.58261517471706,4.75611215981894
-4.511333647004033,-2.6596776977419463
5.475413944487372,4.108257327679608
8.178864797241333,3.7635016011497733
12.824617291434354,8.201773832145669
14.730757127730325,15.682820948986276
18.57227406689785,10.806000077174058
22.238381522578496,8.137212577119392
-9.032368740942537,-0.7008098472824074
-6.894190593576422,-2.541428539641018
-8.290419628197478,-2.390558217835494
-9.881989168063567,-2.2641895214836354
-5.764020672608483,-6.581853605676233
-10.527425021026195,-3.424308508913127
-5.8066265731143085,-2.879506981001996
4.333277917412906,-8.342898308872723
-6.6516762851305575,6.839564835548527
-2.0861428481698736,0.6557570337094534
-4.527905219882031,-7.633236664787964
2.181955439427541,6.766087701233449
15.48684109289798,3.9406761424796164
7.643450777777922,0.06552673541635912
13.801342829909458,4.935629263960041
1.0314841089825677,3.4652044290746753
-0.40280002064595966,6.575392308499442
0.4381047177959182,-1.0076751869128886
5.744980028942048,4.072940057118337
6.6955730961178865,3.7683296013992775
-9.878576260423676,-5.547923962384814
-10.021435221361601,-4.950650429635778
-1.2497520729288727,-0.014585452098184959
-11.088889332321322,-0.11221002405762673
-11.088889332321322,-0.11221002405762673
-11.088889332321322,-0.11221002405762673
-3.8162687449713744,-0.02987770921043091
4.608258311791281,1.310955045010509
-3.5844119326438477,1.2704050357113745
-5.105401181573632,-5.006687259307089
-5.952759666646452,-1.870455035509061
4.56048901544838,2.0430501436623594
-3.3118753277360984,-2.6327999232252415
-21.401611722725466,-12.612243899384277
4.9600600753620405,2.0850762842440647
-8.601225461006859,-1.8101037672787617
-3.9045235448101265,-4.9482464529274
-2.140243736832468,-4.091957293079544
-0.6972004143611653,2.552605314295728
10.094326919816627,1.0499300041683353
1.389102756582112,7.913796250132874
9.576148944224832,7.585360306395648
5.056840618849702,10.00220468152823
20.887989551199084,5.380282170059974
6.492407390999963,3.9058351459364706
6.492407390999963,3.9058351459364706
6.346383319094237,2.9627575989818635
12.354260565021708,3.6534934554344685
-10.931090070127725,-7.621549690223306
-21.240603837724333,-11.718025053600583
-24.34950943431345,-13.992647213650999
-37.50889955065032,-17.51436136629711
-37.874465419141266,-26.336953375925024
-33.917935738952686,-15.242405187070945
-0.3012831149162145,11.14680129631031
7.735960420562245,4.479326715858239
13.694214480466368,6.661685516750956
0.4283193159436891,3.6716258000292914
1.1724212982605742,6.574955801830907
12.838245037816748,3.5368454343039697
-7.666108119378139,-0.8661504060301319
5.880576897779386,-0.03848625426380259
-10.19740504690416,-2.0534798087255384
-10.19740504690416,-2.0534798087255384
15.158819114943086,5.414659235798604
2.6786473946926126,6.031912046914745
-6.572304588786972,-2.850239223433829
-1.604871156514661,-2.6026254428385727
-5.54979298121897,-1.8668212283092942
-6.9833260378635575,-1.8958388165417899
-3.7812874275968555,-3.2615910559339674
-3.7812874275968555,-3.2615910559339674
-0.7719437756956191,-6.6078190557189345
-7.798414735965719,1.5787401816654754
-4.751102341713766,-3.981621188479462
-1.3876008552931456,1.45956407398167
-2.7093292770602537,5.731120032407539
11.033146087060835,-2.0609491931069543
4.394097742103528,-1.1889077704461122
4.063965918367159,1.351749498305546
12.933078895065536,9.09303063911946
14.792384702839795,9.089469702601184
15.565843583908642,9.987138184147945
-0.4273141775308815,-0.852697801612738
3.3283625740731577,2.917034505320726
5.30226189685048,5.286610067324602
14.805042051073746,6.532631673270413
-18.714701150558383,-7.257109960761486
15.490119710192447,8.142285301083373
1.2020683808707187,1.9373780975398631
1.2020683808707187,1.9373780975398631
-1.4462168156767028,-4.738698087499563
0.3398352822029562,-4.827301526520568
-28.615463629429886,-20.535419281115438
-17.821312783856307,-13.635045446548865
-21.903071789953888,-10.714828005192574
3.87024900076191,2.7419629118470334
5.641160427806213,2.9339002844211555
-6.039472100775459,2.470117014386343
-7.096986962198729,1.8369204267343675
-7.096986962198729,1.8369204267343675
9.73278861313329,-0.8201052494669323
-11.41481999278286,-1.1992049529200104
-12.907170432779308,-1.651875710994069
6.427443573340073,-2.9388179079778287
11.731658765690256,3.9020443150174446
9.62343737218021,3.223154857641534
10.792973611782562,8.247468113097636
19.08882149742086,12.591889580242693
19.08882149742086,12.591889580242693
15.900847228131017,6.670775290457803
9.022097926224182,7.061064944299737
4.222391458273715,-0.46717311055010136
-8.718099665427976,-2.3017658978824316
-11.989954372735067,-4.1467662069991995
-6.096055251475386,-3.433255342648822
-5.846483387757102,-3.9147306371618162
0.054399947835863216,-1.218978957272891
4.9400942739716225,3.159163502257422
-7.431712482481437,-3.463867732115839
-7.431712482481437,-3.463867732115839
2.7645117537298347,2.0307805081483057
10.855980849307091,2.009324303379825
-9.980609970323147,-2.154105046202247
-8.262998095882125,-0.6362696689311216
10.639288616844242,0.7918469112419877
10.190523812104459,1.1580407982843166
-15.432481378603262,-4.344385608673783
-14.363790337077624,-2.6362239869785515
-17.02972913445021,-4.515520790477302
-11.81526160977872,-11.449951567316448
-19.137253449026858,-5.362326850901955
6.302782418699584,-1.0995611085612236
9.696151239603136,2.7757690341506067
5.447623053297137,6.294023552728818
19.832335617278453,9.637557187283576
0.07202348454601193,3.5805452662737065
-10.319246550241008,-7.783521370726442
-10.319246550241008,-7.783521370726442
-17.648719234283153,-9.095780102883252
6.0166965705387625,4.4383437549848015
16.82856946361879,3.39076408070231
10.117655893501011,13.390705915454419
16.34896535928995,9.562836815725108
4.567560996161086,1.675252748083448
13.313978908376153,-1.6611972088154165
0.6543056458260619,2.5655451246638514
2.9580526806075067,4.6791602887524455
