id,CO sampling_t_5,CO2 sampling_t_5,Current_t_5,Displac. %_t_5,Displac. rel._t_5,Gas flow entry_t_5,Gas pressure diff._t_5,Gas pressure entry_t_5,H2 sampling_t_5,Measured speed_t_5,O2 sampling_t_5,Oil fan coupled_t_5,Oil fan free_t_5,Oil level_t_5,Oil motor coupled_t_5,Oil motor free_t_5,Oil pressure_t_5,Power_t_5,Ref. speed_t_5,Tº A stator_t_5,Tº B stator_t_5,Tº C stator_t_5,Tº D stator_t_5,Tº E stator_t_5,Tº F stator_t_5,Tº fan free_t_5,Tº gas entry_t_5,Tº gas exit_t_5,Tº motor coupled_t_5,Tº motor free_t_5,Vibr. fan coupled_t_5,Vibr. fan free_t_5,Vibr. motor coupled_t_5,Vibr. motor free (Ax)_t_5,Vibr. motor free (Rad)_t_5
17,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.03352715072924062,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.011752071289694022,0.0,0.5074098570451446,0.0,0.0
18,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.6645355363984378,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.378070283487915e-05,0,0.08899800048118534,0.45304771655450704,0.0,0.10334626705455052,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.31674011124204704,0,0.0,0.0,0.6335142825624618,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.3701491763439161,0,0.18531865981378115,0.0,0.0,0.08427449549510113,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.04674595565338824,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.36671093661973,0,0.16721646950124536,0.0,0.8202270946861479,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016814415842852926,0,0.0,0.0,7.209869606894515e-07,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.15064359850084852,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.02416848110218206,0.0,0.21094564883935418,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.07091144219896661,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.12715428697611475,0.0,0,0.0,0.05321605346850089,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1204855049918836,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.03594964814179802,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.429195731878686,0.0,0.0,0.2292921334844341,0.5939508664414084
33,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.6072661262776333,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.22666549844445105,0.0
